id,tr_sentence,de_translation,de_prompt,level,topic,subtopic,grammar_focus,difficulty,tr_tokens,cloze_tr,cloze_answer,alt_translations_de,register,tags
190,Einkaufen,A2,"Kasada sıra çok uzun, başka kasa var mı?","Die Schlange an der Kasse ist sehr lang, gibt es eine andere Kasse?","kasada sıra çok uzun başka kasa var mı","die schlange an der kasse ist sehr lang gibt es eine andere kasse","Lokativ -de/-da","einkaufen|ort|frage|a2",2,"gemini_batch_151_300",1
191,Restaurant,A1,"İki kişi için boş masanız var mı?","Haben Sie einen freien Tisch für zwei Personen?","iki kişi için boş masanız var mı","haben sie einen freien tisch für zwei personen","Postposition için","restaurant|frage|a1",1,"gemini_batch_151_300",1
192,Restaurant,A1,"Menüyü bize tekrar getirebilir misiniz lütfen?","Können Sie uns bitte die Speisekarte noch einmal bringen?","menüyü bize tekrar getirebilir misiniz lütfen","können sie uns bitte die speisekarte noch einmal bringen","Möglichkeitsform Frage","restaurant|frage|a1",2,"gemini_batch_151_300",1
193,Restaurant,A2,"Tatlı olarak baklava ve çay sipariş edelim.","Lass uns als Dessert Baklava und Tee bestellen.","tatlı olarak baklava ve çay sipariş edelim","lass uns als dessert baklava und tee bestellen","Optativ -elim/-alım","restaurant|essen|a2",2,"gemini_batch_151_300",1
194,Restaurant,A2,"Yemekler harikaydı, aşçının ellerine sağlık diyorum.","Das Essen war großartig, ich sage: Kompliment an den Koch.","yemekler harikaydı aşçının ellerine sağlık diyorum","das essen war großartig ich sage kompliment an den koch","Präteritum","restaurant|essen|a2",2,"gemini_batch_151_300",1
195,Restaurant,A1,"Afedersiniz, hesabı masamıza getirebilir misiniz acaba?","Entschuldigen Sie, könnten Sie uns die Rechnung an den Tisch bringen?","afedersiniz hesabı masamıza getirebilir misiniz acaba","entschuldigen sie könnten sie uns die rechnung an den tisch bringen","Dativ -e/-a","restaurant|geld|frage|a1",2,"gemini_batch_151_300",1
196,Restaurant,A2,"Ben et yemiyorum, vejetaryen menünüz var mı?","Ich esse kein Fleisch, haben Sie ein vegetarisches Menü?","ben et yemiyorum vejetaryen menünüz var mı","ich esse kein fleisch haben sie ein vegetarisches menü","Präsens Negation","restaurant|essen|frage|a2",2,"gemini_batch_151_300",1
197,Restaurant,A2,"Su bardağım kirli, değiştirebilir misiniz lütfen?","Mein Wasserglas ist schmutzig, können Sie es bitte umtauschen?","su bardağım kirli değiştirebilir misiniz lütfen","mein wasserglas ist schmutzig können sie es bitte umtauschen","Möglichkeitsform Frage","restaurant|problem|frage|a2",3,"gemini_batch_151_300",1
198,Restaurant,A1,"Acı biber sosu da alabilir miyim acaba?","Könnte ich bitte auch scharfe Chilisauce bekommen?","acı biber sosu da alabilir miyim acaba","könnte ich bitte auch scharfe chilisauce bekommen","Aorist Frage","restaurant|essen|frage|a1",1,"gemini_batch_151_300",1
199,Restaurant,A2,"Bahşiş bırakmak istiyorum ama bozuk param yok.","Ich möchte Trinkgeld hinterlassen, aber ich habe kein Kleingeld.","bahşiş bırakmak istiyorum ama bozuk param yok","ich möchte trinkgeld hinterlassen aber ich habe kein kleingeld","Besitz (Yok)","restaurant|geld|a2",2,"gemini_batch_151_300",1
200,Restaurant,A2,"Hangi yemeği tavsiye edersiniz, spesiyaliniz nedir?","Welches Gericht empfehlen Sie, was ist Ihre Spezialität?","hangi yemeği tavsiye edersiniz spesiyaliniz nedir","welches gericht empfehlen sie was ist ihre spezialität","Aorist","restaurant|essen|frage|a2",2,"gemini_batch_151_300",1
201,Reisen,A2,"Uçağımız kaç saat rötar yapacak biliyor musunuz?","Wissen Sie, wie viele Stunden unser Flug Verspätung haben wird?","uçağımız kaç saat rötar yapacak biliyor musunuz","wissen sie wie viele stunden unser flug verspätung haben wird","Futur -ecek/-acak","reise|zeit|frage|a2",2,"gemini_batch_151_300",1
202,Reisen,A1,"Pencere kenarında bir koltuk rica edebilir miyim?","Dürfte ich um einen Fensterplatz bitten?","pencere kenarında bir koltuk rica edebilir miyim","dürfte ich um einen fensterplatz bitten","Möglichkeitsform Frage","reise|ort|frage|a1",2,"gemini_batch_151_300",1
203,Reisen,A2,"Otele taksi ile gitmek ne kadar tutar?","Wie viel kostet es, mit dem Taxi zum Hotel zu fahren?","otele taksi ile gitmek ne kadar tutar","wie viel kostet es mit dem taxi zum hotel zu fahren","Aorist","reise|geld|frage|a2",2,"gemini_batch_151_300",1
204,Reisen,A2,"Tren istasyonuna giden yolu bana tarif edebilir misiniz?","Können Sie mir den Weg zum Bahnhof beschreiben?","tren istasyonuna giden yolu bana tarif edebilir misiniz","können sie mir den weg zum bahnhof beschreiben","Partizip Präsens -en/-an","reise|ort|frage|a2",3,"gemini_batch_151_300",1
205,Reisen,A1,"Bavulumu kaybettim, kime haber vermem gerekiyor?","Ich habe meinen Koffer verloren, wem muss ich Bescheid geben?","bavulumu kaybettim kime haber vermem gerekiyor","ich habe meinen koffer verloren wem muss ich bescheid geben","Dativ -e/-a","reise|notfall|frage|a1",2,"gemini_batch_151_300",1
206,Reisen,A1,"Biletlerinizi ve pasaportunuzu görebilir miyim lütfen?","Dürfte ich bitte Ihre Tickets und Ihren Reisepass sehen?","biletlerinizi ve pasaportunuzu görebilir miyim lütfen","dürfte ich bitte ihre tickets und ihren reisepass sehen","Akkusativ -i/-ı","reise|dokumente|frage|a1",1,"gemini_batch_151_300",1
207,Reisen,A2,"Deniz manzaralı bir oda rezerve etmek istiyorum.","Ich möchte ein Zimmer mit Meerblick reservieren.","deniz manzaralı bir oda rezerve etmek istiyorum","ich möchte ein zimmer mit meerblick reservieren","Adjektivableitung -li/-lı","reise|hotel|a2",2,"gemini_batch_151_300",1
208,Reisen,A1,"Şehir merkezinden havalimanına otobüs kalkıyor mu?","Fährt ein Bus vom Stadtzentrum zum Flughafen?","şehir merkezinden havalimanına otobüs kalkıyor mu","fährt ein bus vom stadtzentrum zum flughafen","Ablativ -> Dativ","reise|ort|frage|a1",1,"gemini_batch_151_300",1
209,Reisen,A2,"Yolculuğumuz yaklaşık üç saat sürecek, bilginiz olsun.","Unsere Reise wird etwa drei Stunden dauern, zur Information.","yolculuğumuz yaklaşık üç saat sürecek bilginiz olsun","unsere reise wird etwa drei stunden dauern zur information","Futur -ecek/-acak","reise|zeit|a2",2,"gemini_batch_151_300",1
210,Reisen,A2,"Müzeyi ziyaret etmek için rehber tutmak lazım mı?","Muss man einen Führer engagieren, um das Museum zu besuchen?","müzeyi ziyaret etmek için rehber tutmak lazım mı","muss man einen führer engagieren um das museum zu besuchen","Notwendigkeit lazım","reise|hobby|frage|a2",2,"gemini_batch_151_300",1
211,Arbeit,A1,"Yarın sabahki toplantı saat kaçta başlayacak?","Um wie viel Uhr beginnt die morgige Morgenbesprechung?","yarın sabahki toplantı saat kaçta başlayacak","um wie viel uhr beginnt die morgige morgenbesprechung","Lokativ bei Uhrzeit","arbeit|zeit|frage|a1",1,"gemini_batch_151_300",1
212,Arbeit,A1,"Bugün ofiste çok fazla işim ve projem var.","Ich habe heute sehr viele Aufgaben und Projekte im Büro.","bugün ofiste çok fazla işim ve projem var","ich habe heute sehr viele aufgaben und projekte im büro","Besitz (Var)","arbeit|alltag|a1",1,"gemini_batch_151_300",1
213,Arbeit,A2,"Yeni bilgisayarım eskisinden çok daha hızlı çalışıyor.","Mein neuer Computer arbeitet viel schneller als der alte.","yeni bilgisayarım eskisinden çok daha hızlı çalışıyor","mein neuer computer arbeitet viel schneller als der alte","Komparativ (Ablativ)","arbeit|technik|a2",2,"gemini_batch_151_300",1
214,Arbeit,A1,"Müdür bey şu an odasında mı acaba?","Ist der Herr Direktor gerade in seinem Büro?","müdür bey şu an odasında mı acaba","ist der herr direktor gerade in seinem büro","Lokativ Frage","arbeit|ort|frage|a1",1,"gemini_batch_151_300",1
215,Arbeit,A2,"Bu belgeleri yarına kadar imzalamanız gerekiyor.","Sie müssen diese Dokumente bis morgen unterschreiben.","bu belgeleri yarına kadar imzalamanız gerekiyor","sie müssen diese dokumente bis morgen unterschreiben","Postposition kadar","arbeit|dokumente|a2",2,"gemini_batch_151_300",1
216,Arbeit,A1,"Öğle arasında yemeğe birlikte çıkalım mı?","Sollen wir in der Mittagspause zusammen essen gehen?","öğle arasında yemeğe birlikte çıkalım mı","sollen wir in der mittagspause zusammen essen gehen","Optativ Frage","arbeit|essen|frage|a1",2,"gemini_batch_151_300",1
217,Arbeit,A2,"Mesai saatleri dışında e-postalara cevap vermiyorum.","Außerhalb der Arbeitszeiten antworte ich nicht auf E-Mails.","mesai saatleri dışında e-postalara cevap vermiyorum","außerhalb der arbeitszeiten antworte ich nicht auf e-mails","Präsens Negation","arbeit|zeit|a2",2,"gemini_batch_151_300",1
218,Arbeit,A2,"Projeyi zamanında bitirmek için çok çalışmalıyız.","Wir müssen hart arbeiten, um das Projekt rechtzeitig abzuschließen.","projeyi zamanında bitirmek için çok çalışmalıyız","wir müssen hart arbeiten um das projekt rechtzeitig abzuschließen","Müssen (Meli/Malı)","arbeit|zeit|a2",3,"gemini_batch_151_300",1
219,Arbeit,A2,"İş görüşmem gayet iyi ve başarılı geçti.","Mein Vorstellungsgespräch verlief recht gut und erfolgreich.","iş görüşmem gayet iyi ve başarılı geçti","mein vorstellungsgespräch verlief recht gut und erfolgreich","Präteritum","arbeit|alltag|a2",2,"gemini_batch_151_300",1
220,Arbeit,A2,"Maaş zammı hakkında kiminle konuşmam gerekiyor?","Mit wem muss ich über eine Gehaltserhöhung sprechen?","maaş zammı hakkında kiminle konuşmam gerekiyor","mit wem muss ich über eine gehaltserhöhung sprechen","Instrumental ile","arbeit|geld|frage|a2",3,"gemini_batch_151_300",1
221,Schule,A2,"Sınav sonuçları ne zaman belli olacak, biliyor musun?","Weißt du, wann die Prüfungsergebnisse bekannt gegeben werden?","sınav sonuçları ne zaman belli olacak biliyor musun","weißt du wann die prüfungsergebnisse bekannt gegeben werden","Futur -ecek/-acak","schule|zeit|frage|a2",2,"gemini_batch_151_300",1
222,Schule,A1,"Matematik dersi benim için her zaman çok zordu.","Der Mathematikunterricht war für mich immer sehr schwer.","matematik dersi benim için her zaman çok zordu","der mathematikunterricht war für mich immer sehr schwer","Präteritum (Kopula)","schule|a1",1,"gemini_batch_151_300",1
223,Schule,A1,"Öğretmenimiz bize hafta sonu için ödev verdi.","Unser Lehrer hat uns Hausaufgaben für das Wochenende gegeben.","öğretmenimiz bize hafta sonu için ödev verdi","unser lehrer hat uns hausaufgaben für das wochenende gegeben","Dativ -e/-a","schule|zeit|a1",1,"gemini_batch_151_300",1
224,Schule,A2,"Kütüphanede sessiz olmamız gerektiğini lütfen unutma.","Bitte vergiss nicht, dass wir in der Bibliothek leise sein müssen.","kütüphanede sessiz olmamız gerektiğini lütfen unutma","bitte vergiss nicht dass wir in der bibliothek leise sein müssen","Objektsatz (dik)","schule|ort|a2",3,"gemini_batch_151_300",1
225,Schule,A2,"Tahtadaki yazıları arka sıradan okuyamıyorum maalesef.","Ich kann die Schrift an der Tafel von der hinteren Reihe aus leider nicht lesen.","tahtadaki yazıları arka sıradan okuyamıyorum maalesef","ich kann die schrift an der tafel von der hinteren reihe aus leider nicht lesen","Möglichkeitsform Negation","schule|problem|a2",3,"gemini_batch_151_300",1
226,Schule,A1,"Hangi üniversitede eğitim almayı planlıyorsun acaba?","An welcher Universität planst du zu studieren?","hangi üniversitede eğitim almayı planlıyorsun acaba","an welcher universität planst du zu studieren","Lokativ -de/-da","schule|ort|frage|a1",2,"gemini_batch_151_300",1
227,Schule,A1,"Teneffüste kantinden bir şeyler almak istiyorum.","Ich möchte in der Pause etwas aus der Kantine holen.","teneffüste kantinden bir şeyler almak istiyorum","ich möchte in der pause etwas aus der kantine holen","Ablativ -den/-dan","schule|essen|a1",1,"gemini_batch_151_300",1
228,Schule,A2,"Notlarımı yüksek tutmak için her gün ders çalışıyorum.","Ich lerne jeden Tag, um meine Noten hoch zu halten.","notlarımı yüksek tutmak için her gün ders çalışıyorum","ich lerne jeden tag um meine noten hoch zu halten","Postposition için","schule|alltag|a2",2,"gemini_batch_151_300",1
229,Schule,A2,"Sınıf arkadaşlarımla ortak bir proje hazırlıyoruz.","Wir bereiten gemeinsam mit meinen Klassenkameraden ein Projekt vor.","sınıf arkadaşlarımla ortak bir proje hazırlıyoruz","wir bereiten gemeinsam mit meinen klassenkameraden ein projekt vor","Instrumental ile","schule|arbeit|a2",2,"gemini_batch_151_300",1
230,Schule,A2,"Yarın okullar tatil mi olacak, haberlerde duydun mu?","Werden die Schulen morgen geschlossen sein, hast du es in den Nachrichten gehört?","yarın okullar tatil mi olacak haberlerde duydun mu","werden die schulen morgen geschlossen sein hast du es in den nachrichten gehört","Futur Frage","schule|zeit|frage|a2",2,"gemini_batch_151_300",1
231,Familie,A1,"Erkek kardeşim benden üç yaş daha küçük.","Mein jüngerer Bruder ist drei Jahre jünger als ich.","erkek kardeşim benden üç yaş daha küçük","mein jüngerer bruder ist drei jahre jünger als ich","Komparativ (Ablativ)","familie|a1",1,"gemini_batch_151_300",1
232,Familie,A1,"Annem ve babam yarın bizi ziyarete gelecekler.","Meine Mutter und mein Vater werden uns morgen besuchen kommen.","annem ve babam yarın bizi ziyarete gelecekler","meine mutter und mein vater werden uns morgen besuchen kommen","Futur -ecek/-acak","familie|reise|a1",2,"gemini_batch_151_300",1
233,Familie,A2,"Senin kaç tane yeğenin var, isimleri neler?","Wie viele Neffen und Nichten hast du, wie heißen sie?","senin kaç tane yeğenin var isimleri neler","wie viele neffen und nichten hast du wie heißen sie","Besitz (Var) Frage","familie|frage|a2",2,"gemini_batch_151_300",1
234,Familie,A1,"Büyükannem her bayramda bize tatlı yapar.","Meine Großmutter macht uns an jedem Feiertag Süßigkeiten.","büyükannem her bayramda bize tatlı yapar","meine großmutter macht uns an jedem feiertag süßigkeiten","Aorist","familie|essen|a1",1,"gemini_batch_151_300",1
235,Familie,A2,"Kuzenimin düğünü için yeni bir elbise aldım.","Ich habe ein neues Kleid für die Hochzeit meines Cousins gekauft.","kuzenimin düğünü için yeni bir elbise aldım","ich habe ein neues kleid für die hochzeit meines cousins gekauft","Präteritum","familie|kleidung|a2",2,"gemini_batch_151_300",1
236,Familie,A2,"Ailemle vakit geçirmek beni her zaman mutlu eder.","Zeit mit meiner Familie zu verbringen, macht mich immer glücklich.","ailemle vakit geçirmek beni her zaman mutlu eder","zeit mit meiner familie zu verbringen macht mich immer glücklich","Aorist","familie|freizeit|a2",2,"gemini_batch_151_300",1
237,Familie,A2,"Ablam üniversiteden bu yıl başarıyla mezun oldu.","Meine ältere Schwester hat dieses Jahr erfolgreich die Universität abgeschlossen.","ablam üniversiteden bu yıl başarıyla mezun oldu","meine ältere schwester hat dieses jahr erfolgreich die universität abgeschlossen","Ablativ -den/-dan","familie|schule|a2",2,"gemini_batch_151_300",1
238,Familie,A2,"Eşinizle ne zaman ve nasıl tanıştınız acaba?","Wann und wie haben Sie Ihren Partner kennengelernt?","eşinizle ne zaman ve nasıl tanıştınız acaba","wann und wie haben sie ihren partner kennengelernt","Instrumental ile","familie|frage|a2",2,"gemini_batch_151_300",1
239,Familie,A1,"Çocuklar bahçede top oynuyor, onları izliyorum.","Die Kinder spielen Ball im Garten, ich schaue ihnen zu.","çocuklar bahçede top oynuyor onları izliyorum","die kinder spielen ball im garten ich schaue ihnen zu","Präsens (Yor)","familie|freizeit|a1",1,"gemini_batch_151_300",1
240,Familie,A1,"Amcamın çok şirin bir köpeği ve kedisi var.","Mein Onkel hat einen sehr süßen Hund und eine Katze.","amcamın çok şirin bir köpeği ve kedisi var","mein onkel hat einen sehr süßen hund und eine katze","Genitiv-Possessiv","familie|hobby|a1",1,"gemini_batch_151_300",1
241,Gesundheit,A1,"Dün geceden beri dişim çok kötü ağrıyor.","Seit letzter Nacht tut mein Zahn sehr schlimm weh.","dün geceden beri dişim çok kötü ağrıyor","seit letzter nacht tut mein zahn sehr schlimm weh","Postposition beri","gesundheit|problem|a1",2,"gemini_batch_151_300",1
242,Gesundheit,A2,"Kendimi bugün hiç iyi hissetmiyorum, hastayım sanırım.","Ich fühle mich heute gar nicht gut, ich glaube, ich bin krank.","kendimi bugün hiç iyi hissetmiyorum hastayım sanırım","ich fühle mich heute gar nicht gut ich glaube ich bin krank","Präsens Negation","gesundheit|problem|a2",2,"gemini_batch_151_300",1
243,Gesundheit,A2,"Hastaneden randevu almak için nereyi aramam lazım?","Wo muss ich anrufen, um einen Termin im Krankenhaus zu bekommen?","hastaneden randevu almak için nereyi aramam lazım","wo muss ich anrufen um einen termin im krankenhaus zu bekommen","Notwendigkeit lazım","gesundheit|frage|a2",3,"gemini_batch_151_300",1
244,Gesundheit,A1,"Bu ilacı günde kaç kere içmem gerekiyor?","Wie oft am Tag muss ich dieses Medikament einnehmen?","bu ilacı günde kaç kere içmem gerekiyor","wie oft am tag muss ich dieses medikament einnehmen","Notwendigkeit gerekiyor","gesundheit|frage|a1",2,"gemini_batch_151_300",1
245,Gesundheit,A2,"Boğazım acıyor ve sürekli öksürüyorum, ne yapmalıyım?","Mein Hals tut weh und ich huste ständig, was soll ich tun?","boğazım acıyor ve sürekli öksürüyorum ne yapmalıyım","mein hals tut weh und ich huste ständig was soll ich tun","Müssen (Meli/Malı)","gesundheit|frage|a2",2,"gemini_batch_151_300",1
246,Gesundheit,A2,"Alerjim olduğu için baharda dışarı çıkmakta zorlanıyorum.","Weil ich eine Allergie habe, fällt es mir schwer, im Frühling hinauszugehen.","alerjim olduğu için baharda dışarı çıkmakta zorlanıyorum","weil ich eine allergie habe fällt es mir schwer im frühling hinauszugehen","Objektsatz (dik)","gesundheit|problem|a2",3,"gemini_batch_151_300",1
247,Gesundheit,A1,"Doktor bana bol bol dinlenmemi tavsiye etti.","Der Arzt riet mir, mich viel auszuruhen.","doktor bana bol bol dinlenmemi tavsiye etti","der arzt riet mir mich viel auszuruhen","Präteritum","gesundheit|a1",2,"gemini_batch_151_300",1
248,Gesundheit,A2,"Ateşim düştü ama hala biraz yorgun hissediyorum.","Mein Fieber ist gesunken, aber ich fühle mich immer noch etwas müde.","ateşim düştü ama hala biraz yorgun hissediyorum","mein fieber ist gesunken aber ich fühle mich immer noch etwas müde","Präteritum","gesundheit|a2",2,"gemini_batch_151_300",1
249,Gesundheit,A1,"Yakınlarda açık bir nöbetçi eczane var mı?","Gibt es hier in der Nähe eine offene Notdienstapotheke?","yakınlarda açık bir nöbetçi eczane var mı","gibt es hier in der nähe eine offene notdienstapotheke","Lokativ Frage","gesundheit|ort|frage|a1",1,"gemini_batch_151_300",1
250,Gesundheit,A1,"Sağlıklı beslenmek ve spor yapmak çok önemlidir.","Gesunde Ernährung und Sport zu treiben ist sehr wichtig.","sağlıklı beslenmek ve spor yapmak çok önemlidir","gesunde ernährung und sport zu treiben ist sehr wichtig","Infinitiv","gesundheit|alltag|a1",1,"gemini_batch_151_300",1
251,Zeit,A1,"Otobüs tam olarak saat kaçta buradan geçiyor?","Um wie viel Uhr genau fährt der Bus hier vorbei?","otobüs tam olarak saat kaçta buradan geçiyor","um wie viel uhr genau fährt der bus hier vorbei","Lokativ bei Uhrzeit","zeit|reise|frage|a1",1,"gemini_batch_151_300",1
252,Zeit,A2,"Gelecek ay Avrupa turuna çıkmayı planlıyoruz.","Wir planen, nächsten Monat auf Europatour zu gehen.","gelecek ay avrupa turuna çıkmayı planlıyoruz","wir planen nächsten monat auf europatour zu gehen","Präsens (Yor)","zeit|reise|a2",2,"gemini_batch_151_300",1
253,Zeit,A2,"Dün akşam izlediğimiz film gerçekten çok uzundu.","Der Film, den wir gestern Abend geschaut haben, war wirklich sehr lang.","dün akşam izlediğimiz film gerçekten çok uzundu","der film den wir gestern abend geschaut haben war wirklich sehr lang","Relativsatz (-dik)","zeit|freizeit|a2",3,"gemini_batch_151_300",1
254,Zeit,A1,"Toplantımız yaklaşık olarak iki saat sürecek gibi.","Es sieht so aus, als würde unser Meeting etwa zwei Stunden dauern.","toplantımız yaklaşık olarak iki saat sürecek gibi","es sieht so aus als würde unser meeting etwa zwei stunden dauern","Futur -ecek/-acak","zeit|arbeit|a1",2,"gemini_batch_151_300",1
255,Zeit,A2,"Geçen yıl kışın çok fazla kar yağmıştı.","Letztes Jahr im Winter hatte es sehr viel geschneit.","geçen yıl kışın çok fazla kar yağmıştı","letztes jahr im winter hatte es sehr viel geschneit","Plusquamperfekt","zeit|wetter|a2",3,"gemini_batch_151_300",1
256,Zeit,A1,"Birkaç dakika daha bekleyebilir misiniz lütfen?","Könnten Sie bitte noch ein paar Minuten warten?","birkaç dakika daha bekleyebilir misiniz lütfen","könnten sie bitte noch ein paar minuten warten","Möglichkeitsform Frage","zeit|frage|a1",2,"gemini_batch_151_300",1
257,Zeit,A2,"Yarın sabah yedide kalkmam gerekiyor, alarmı kurdum.","Ich muss morgen früh um sieben aufstehen, ich habe den Wecker gestellt.","yarın sabah yedide kalkmam gerekiyor alarmı kurdum","ich muss morgen früh um sieben aufstehen ich habe den wecker gestellt","Lokativ bei Uhrzeit","zeit|alltag|a2",2,"gemini_batch_151_300",1
258,Zeit,A2,"Şimdi çıkarsak sinemaya tam zamanında yetişiriz.","Wenn wir jetzt losgehen, schaffen wir es genau rechtzeitig ins Kino.","şimdi çıkarsak sinemaya tam zamanında yetişiriz","wenn wir jetzt losgehen schaffen wir es genau rechtzeitig ins kino","Bedingung -se/-sa","zeit|freizeit|a2",3,"gemini_batch_151_300",1
259,Zeit,A2,"Zaman o kadar hızlı akıyor ki inanamıyorum.","Die Zeit vergeht so schnell, dass ich es nicht glauben kann.","zaman o kadar hızlı akıyor ki inanamıyorum","die zeit vergeht so schnell dass ich es nicht glauben kann","Konjunktion ki","zeit|alltag|a2",2,"gemini_batch_151_300",1
260,Zeit,A1,"Randevumuz saat üçte miydi yoksa beşte miydi?","War unser Termin um drei oder um fünf Uhr?","randevumuz saat üçte miydi yoksa beşte miydi","war unser termin um drei oder um fünf uhr","Lokativ bei Uhrzeit","zeit|frage|a1",1,"gemini_batch_151_300",1
261,Ort,A2,"Anahtarlarımı evin neresinde bıraktığımı hiç hatırlamıyorum.","Ich kann mich überhaupt nicht erinnern, wo im Haus ich meine Schlüssel gelassen habe.","anahtarlarımı evin neresinde bıraktığımı hiç hatırlamıyorum","ich kann mich überhaupt nicht erinnern wo im haus ich meine schlüssel gelassen habe","Objektsatz (dik)","ort|alltag|a2",3,"gemini_batch_151_300",1
262,Ort,A1,"Sizin ofisiniz tam olarak hangi binada bulunuyor?","In welchem Gebäude befindet sich Ihr Büro genau?","sizin ofisiniz tam olarak hangi binada bulunuyor","in welchem gebäude befindet sich ihr büro genau","Lokativ -de/-da","ort|arbeit|frage|a1",1,"gemini_batch_151_300",1
263,Ort,A1,"Postane hemen bankanın yanında, sağ tarafta kalıyor.","Das Postamt liegt gleich neben der Bank auf der rechten Seite.","postane hemen bankanın yanında sağ tarafta kalıyor","das postamt liegt gleich neben der bank auf der rechten seite","Lokativ -de/-da","ort|reise|a1",2,"gemini_batch_151_300",1
264,Ort,A2,"Arabamı park edecek güvenli bir yer arıyorum.","Ich suche einen sicheren Ort, um mein Auto zu parken.","arabamı park edecek güvenli bir yer arıyorum","ich suche einen sicheren ort um mein auto zu parken","Partizip Futur -ecek","ort|reise|a2",2,"gemini_batch_151_300",1
265,Ort,A1,"Masadaki kitapları rafa kaldırır mısın lütfen?","Kannst du bitte die Bücher auf dem Tisch ins Regal räumen?","masadaki kitapları rafa kaldırır mısın lütfen","kannst du bitte die bücher auf dem tisch ins regal räumen","Aorist Frage","ort|alltag|frage|a1",2,"gemini_batch_151_300",1
266,Ort,A2,"Köyümüz dağların arasında çok güzel bir yerdedir.","Unser Dorf liegt an einem sehr schönen Ort zwischen den Bergen.","köyümüz dağların arasında çok güzel bir yerdedir","unser dorf liegt an einem sehr schönen ort zwischen den bergen","Genitiv-Possessiv (zwischen)","ort|reise|a2",2,"gemini_batch_151_300",1
267,Ort,A1,"Bu bölgede iyi bir restoran var mı acaba?","Gibt es vielleicht ein gutes Restaurant in dieser Gegend?","bu bölgede iyi bir restoran var mı acaba","gibt es vielleicht ein gutes restaurant in dieser gegend","Lokativ -de/-da","ort|restaurant|frage|a1",1,"gemini_batch_151_300",1
268,Ort,A2,"Şehir dışında yaşamak bana her zaman huzur veriyor.","Außerhalb der Stadt zu leben gibt mir immer Frieden.","şehir dışında yaşamak bana her zaman huzur veriyor","außerhalb der stadt zu leben gibt mir immer frieden","Dativ -e/-a","ort|alltag|a2",2,"gemini_batch_151_300",1
269,Ort,A1,"Okulun karşısındaki kafede seni bekliyor olacağım.","Ich werde im Café gegenüber der Schule auf dich warten.","okulun karşısındaki kafede seni bekliyor olacağım","ich werde im café gegenüber der schule auf dich warten","Postposition karşı","ort|schule|a1",2,"gemini_batch_151_300",1
270,Ort,A2,"Cüzdanım masanın üzerinde kalmış, yeni fark ettim.","Mein Portemonnaie ist auf dem Tisch geblieben, das habe ich erst jetzt bemerkt.","cüzdanım masanın üzerinde kalmış yeni fark ettim","mein portemonnaie ist auf dem tisch geblieben das habe ich erst jetzt bemerkt","Miş-Vergangenheit","ort|alltag|a2",2,"gemini_batch_151_300",1
271,Fragen,A1,"Bu harika keki kendi ellerinle mi yaptın?","Hast du diesen wunderbaren Kuchen mit deinen eigenen Händen gemacht?","bu harika keki kendi ellerinle mi yaptın","hast du diesen wunderbaren kuchen mit deinen eigenen händen gemacht","Fragepartikel mı/mi","fragen|essen|frage|a1",1,"gemini_batch_151_300",1
272,Fragen,A2,"Tatil için neden Antalya'yı tercih ettiniz acaba?","Warum haben Sie sich für den Urlaub für Antalya entschieden?","tatil için neden antalyayı tercih ettiniz acaba","warum haben sie sich für den urlaub für antalya entschieden","Fragewort neden","fragen|reise|frage|a2",2,"gemini_batch_151_300",1
273,Fragen,A2,"Bu karmaşık sorunu nasıl çözmeyi düşünüyorsun?","Wie gedenkst du dieses komplexe Problem zu lösen?","bu karmaşık sorunu nasıl çözmeyi düşünüyorsun","wie gedenkst du dieses komplexe problem zu lösen","Fragewort nasıl","fragen|problem|frage|a2",2,"gemini_batch_151_300",1
274,Fragen,A1,"Sınav kağıdımı ne zaman kontrol edebilirsiniz hocam?","Wann können Sie mein Prüfungsblatt kontrollieren, Herr Lehrer?","sınav kağıdımı ne zaman kontrol edebilirsiniz hocam","wann können sie mein prüfungsblatt kontrollieren herr lehrer","Fragewort ne zaman","fragen|schule|frage|a1",2,"gemini_batch_151_300",1
275,Fragen,A1,"Benimle birlikte bu akşam tiyatroya gelir misin?","Kommst du heute Abend mit mir ins Theater?","benimle birlikte bu akşam tiyatroya gelir misin","kommst du heute abend mit mir ins theater","Aorist Frage","fragen|freizeit|frage|a1",1,"gemini_batch_151_300",1
276,Fragen,A2,"Bu ağır kutuyu taşımama yardım edebilir misin?","Kannst du mir helfen, diese schwere Kiste zu tragen?","bu ağır kutuyu taşımama yardım edebilir misin","kannst du mir helfen diese schwere kiste zu tragen","Möglichkeitsform Frage","fragen|alltag|frage|a2",2,"gemini_batch_151_300",1
277,Fragen,A1,"Hangi rengi daha çok seviyorsun, mavi mi kırmızı mı?","Welche Farbe magst du lieber, blau oder rot?","hangi rengi daha çok seviyorsun mavi mi kırmızı mı","welche farbe magst du lieber blau oder rot","Fragewort hangi","fragen|alltag|frage|a1",1,"gemini_batch_151_300",1
278,Fragen,A1,"Kahveni şekerli mi yoksa sade mi içersin?","Trinkst du deinen Kaffee mit Zucker oder schwarz?","kahveni şekerli mi yoksa sade mi içersin","trinkst du deinen kaffee mit zucker oder schwarz","Aorist Frage","fragen|essen|frage|a1",1,"gemini_batch_151_300",1
